NÚM.,TOM,MOST.,NOM CIENTÍFIC A HCBPFQ,FAMÍLIA HCBPFQ,NOM CIENTÍFIC A FMPC 2005,FAMÍLIA FMPC 2005,Nom vulgar,Enllaç al Medi Natural del Bages,Comentaris,Amaga
79,2,1,Orchis conopsea,Orquidáceas,Gymnadenia conopsea,Orquidàcies,Caputxina olorosa,https://elmedinaturaldelbages.cat/species/caputxina-olorosa-gymnadenia-conopsea-orchis-conopsea/,,
266,4,1,Haplophyllum Hispanicum,Rutáceas,Haplophyllum linifolium,Rutàcies,Absenta,,No retrobada; extingida a la comarca com temia PFQ,
203,4,1,Hedysarum humile,Papilionáceas,Hedysarum boveanum subsp. europaeum,Papilionàcies,Estaca-rossí,https://elmedinaturaldelbages.cat/species/estaca-rossi-hedysarum-boveanum-ssp-europaeum-h-confertum-h-humile/,,
22,1,1,Helianthemum vulgare,Cistáceas,Helianthemum nummularium,Cistàcies,Herba perdiuenca,https://elmedinaturaldelbages.cat/species/herba-perdiuenca-helianthemum-nummularium/,,
537,9,1,Helichryson Stoechas ,Compuestas,Helichrysum stoechas ,Compostes,Sempreviva,https://elmedinaturaldelbages.cat/species/sempreviva-helichrysum-stoechas/,,
470,7,1,Heliotropium europaeum ,Borragináceas,Heliotropium europaeum ,Boraginàcies,Herba berruguera,https://elmedinaturaldelbages.cat/species/herba-berruguera-heliotropium-europaeum/,,
277,5,1,Helleborus foetidus,Ranunculáceas,Helleborus foetidus,Ranunculàcies,Marxívol,https://elmedinaturaldelbages.cat/species/marxivol-helleborus-foetidus/,,
278,5,1,Helleborus viridis,Ranunculáceas,Helleborus viridis,Ranunculàcies,El·lèbor verd,https://elmedinaturaldelbages.cat/species/ellebor-verd-helleborus-viridis/,,
96,2,1,Herniaria glabra ,Paroniquináceas,Herniaria glabra ,Cariofil·làcies,Trencapedra,https://elmedinaturaldelbages.cat/species/herniaria-trencapedra-herniaria-glabra/,,
97,2,1,Herniaria hirsuta,Paroniquináceas,Herniaria hirsuta,Cariofil·làcies,Trencapedra peluda,https://elmedinaturaldelbages.cat/species/trencapedra-peluda-herba-del-mal-de-pedra-herniaria-hirsuta-subsp-cinerea/,,
538,9,1,Hieracium murorum,Compuestas,Hieracium murorum,Compostes,Herba de l'esparver,,,
539,9,1,Hieracium pillosella,Compuestas,Hieracium pilosella,Compostes,Pelosella,,,
205,4,1,Hippocrepis glauca,Papilionáceas,Hippocrepis comosa subsp. scorpioides,Papilionàcies,Desferracavalls (Hippocrepis comosa),,,
204,4,1,Hippocrepis ciliata,Papilionáceas,Hippocrepis multisiliquosa subsp. ciliata,Papilionàcies,Desferracavalls (Hippocrepis multisiliquosa),https://elmedinaturaldelbages.cat/species/desferracavalls-hippocrepis-ciliata/,,
140,3,1,Hutchinsia petraea,Crucíferas,Hornungia petraea,Crucíferes,Hutquínsia pètria,https://elmedinaturaldelbages.cat/species/hutchinsia-petraea-hornungia-petraea-ssp-petraea-hutchinsia-petraea-ssp-petraea/,,
459,7,1,Hyosciamus albus,Solanáceas,Hyoscyamus albus,Solanàcies,Jusquiam blanc,https://elmedinaturaldelbages.cat/species/jusquiam-blanc-hyoscyamus-albus/,,
460,7,1,Hyosciamus niger,Solanáceas,Hyoscyamus niger,Solanàcies,Jusquiam negre,https://elmedinaturaldelbages.cat/species/jusquiam-negre-hyoscyamus-niger/,,
30,1,1,Andropogon hirtum,Gramináceas,Hyparrhenia hirta subsp. hirta,Gramínies,Albellatge,,,
32,1,1,Andropogon pubescens,Gramináceas,Hyparrhenia hirta subsp. pubescens,Gramínies,Albellatge de fulla estreta,https://elmedinaturaldelbages.cat/species/albellatge-hyparrhenia-hirta-ssp-pubescens/,,
261,4,1,Hypecoum grandiflorum,Fumariáceas,Hypecoum procumbens subsp. grandiflorum,Papaveràcies,Ballarida,https://elmedinaturaldelbages.cat/species/ballarida-hypecoum-procumbens-ssp-grandiflorum/,,
171,3,1,Androsaemum officinale,Hipericáceas,Hypericum androsaemum,Gutíferes,Orval,https://elmedinaturaldelbages.cat/species/orval-hypericum-androsaemum/,,
172,3,1,Hypericum hirsutum,Hipericáceas,Hypericum hirsutum,Gutíferes,Hipèric hirsut,,,
173,3,1,Hypericum montanum,Hipericáceas,Hypericum montanum,Gutíferes,Pericó (Hypericum montanum),,,
174,3,1,Hypericum perforatum ,Hipericáceas,Hypericum perforatum ,Gutíferes,Pericó (Hypericum perforatum),https://elmedinaturaldelbages.cat/species/perico-herba-foradada-hypericum-perforatum/,,
175,3,1,Hypericum tetrapterum,Hipericáceas,Hypericum tetrapterum subsp. tetrapterum,Gutíferes,Pericó alat,,,
540,9,1,Hypochoeris radicata,Compuestas,Hypochoeris radicata,Compostes,Peluda,https://elmedinaturaldelbages.cat/species/peluda-hypochoeris-radicata/,,
141,3,1,Iberis amara,Crucíferas,Iberis amara,Crucíferes,Matablat,,,
541,9,1,Inula coniza,Compuestas,Inula conyza,Compostes,Ínula coniza,https://elmedinaturaldelbages.cat/species/inula-conyza/,,
542,9,1,Inula graveolens,Compuestas,Inula graveolens,Compostes,Olivardó,,,
543,9,1,Inula helenioides ,Compuestas,Inula helenioides ,Compostes,Ala de corb,https://elmedinaturaldelbages.cat/species/inula-helenioide-inula-helenioides/,,
544,9,1,Inula montana,Compuestas,Inula montana,Compostes,Ínula de muntanya,https://elmedinaturaldelbages.cat/species/inula-montana-herba-del-mal-estrany-inula-montana/,,
545,9,1,Inula salicina ,Compuestas,Inula salicina ,Compostes,Àrnica,https://elmedinaturaldelbages.cat/species/inula-salicina/,,
546,9,1,Inula viscosa,Compuestas,Inula viscosa,Compostes,Olivarda,https://elmedinaturaldelbages.cat/species/olivarda-inula-viscosa-dittrichia-viscosa/,,
89,2,1,Iris germanica ,Iridáceas,Iris germanica ,Iridàcies,Lliri blau,https://elmedinaturaldelbages.cat/species/lliri-blau-iris-germanica/,,
615,10,1,Jasione montana,Campanuláceas,Jasione montana,Campanulàces,Guaridora de muntanya,,,
340,6,1,Jasminum officinale,Oleáceas,Jasminum officinale,Oleàcies,Llessamí,,Subespontània,
547,9,1,Jasonia glutinosa ,Compuestas,Jasonia saxatilis ,Compostes,Te de roca,https://elmedinaturaldelbages.cat/species/te-de-roca-jasonia-saxatilis/,,
548,9,1,Jasonia tuberosa ,Compuestas,Jasonia tuberosa ,Compostes,Rabasseta,https://elmedinaturaldelbages.cat/species/rabasseta-jasonia-tuberosa-jasonia-tuberosa/,,
63,1,1,Juncus lamprocarpus,Juncáceas,Juncus articulatus,Juncàcies,Jonquet articulat,https://elmedinaturaldelbages.cat/species/jonquet-articulat-juncus-articulatus/,,
62,1,1,Juncus glaucus,Juncáceas,Juncus inflexus,Juncàcies,Jonquina,https://elmedinaturaldelbages.cat/species/jonquina-juncus-inflexus/,,
489,8,1,Trichera arvensis,Dipsacáceas,Knautia arvensis,Dipsacàcies,Vídues bordes,https://elmedinaturaldelbages.cat/species/escabiosa-borda-knautia-arvensis-subsp-subscaposa/,,
550,9,1,Lactuca scariola ,Compuestas,Lactuca serriola,Compostes,Enciam bord (Lactuca serriola),https://elmedinaturaldelbages.cat/species/enciam-bord-lactuca-serriola/,,
551,9,1,Lactuca tenerrima ,Compuestas,Lactuca tenerrima ,Compostes,Enciam bord (Lactuca tenerrima),https://elmedinaturaldelbages.cat/species/lactuca-tenerrima/,,
552,9,1,Lactuca viminea ,Compuestas,Lactuca viminea ,Compostes,Enciam bord (Lactuca vinimea),,,
406,7,1,Lamium amplexicaule ,Labiadas,Lamium amplexicaule ,Labiades,Flor robí,https://elmedinaturaldelbages.cat/species/flor-robi-lamium-amplexicaule/,,
407,7,1,Lamium flexuosum,Labiadas,Lamium flexuosum,Labiades,Ortiga borda,https://elmedinaturaldelbages.cat/species/ortiga-borda-lamium-flexuosum/,,
408,7,1,Lamium incisum,Labiadas,Lamium purpureum ,Labiades,Lami purpuri,,,
468,7,1,Echinospermum Lappula ,Borragináceas,Lappula squarrosa,Boraginàcies,Làpula,,,
553,9,1,Lapsana communis,Compuestas,Lapsana communis subsp. communis,Compostes,Herba de les mamelles,https://elmedinaturaldelbages.cat/species/lampsana-lapsana-communis/,,
382,6,1,Laserpitium gallicum ,Umbelíferas,Laserpitium gallicum ,Umbel·líferes,Viliandre,https://elmedinaturaldelbages.cat/species/viliandre-laserpitium-gallicum/,,
206,4,1,Lathyrus Aphaca ,Papilionáceas,Lathyrus aphaca ,Papilionàcies,Gerdell,,,
208,4,1,Lathyrus Cicera ,Papilionáceas,Lathyrus cicera ,Papilionàcies,Guixó cigronenc,https://elmedinaturaldelbages.cat/species/guixo-cigronenc-lathyrus-cicera/,,
207,4,1,Lathyrus canescens,Papilionáceas,Lathyrus filiformis,Papilionàcies,Guixó filiforme,https://elmedinaturaldelbages.cat/species/guixo-filiforme-lathyrus-filiformis/,,
209,4,1,Lathyrus latifolius,Papilionáceas,Lathyrus latifolius,Papilionàcies,Pèsol bord,https://elmedinaturaldelbages.cat/species/pesol-bord-lathyrus-latifolius/,,
210,4,1,Lathyrus pratensis ,Papilionáceas,Lathyrus pratensis ,Papilionàcies,Gerdell bord,,,
211,4,1,Lathyrus sphaericus ,Papilionáceas,Lathyrus sphaericus ,Papilionàcies,Guixó,,,
409,7,1,Lavandula latifolia ,Labiadas,Lavandula latifolia ,Labiades,Espígol,https://elmedinaturaldelbages.cat/species/espigol-comu-barballo-lavandula-latifolia/,,
578,9,1,Thrincia hispida,Compuestas,Leontodon taraxacoides subsp. hispidus,Compostes,Morro de porcell,https://elmedinaturaldelbages.cat/species/morro-de-porcell-leontodon-taraxacoides-ssp-hispidus-l-saxatilis/,,
142,3,1,Lepidium campestre,Crucíferas,Lepidium campestre,Crucíferes,Coletes,,,
143,3,1,Lepidium Draba,Crucíferas,Lepidium draba subsp. draba,Crucíferes,Bàbol,https://elmedinaturaldelbages.cat/species/babol-lepidium-draba-ssp-draba/,,
554,9,1,Leucanthemum vulgare,Compuestas,Leucanthemum vulgare,Compostes,Margarida de prat,https://elmedinaturaldelbages.cat/species/margarida-de-prat-leucanthemum-vulgare-subsp-pallens/,,
555,9,1,Leuzea conifera ,Compuestas,Leuzea conifera ,Compostes,Pinya de sant Joan,https://elmedinaturaldelbages.cat/species/pinya-de-sant-joan-leuzea-conifera/,,
341,6,1,Ligustrum vulgare,Oleáceas,Ligustrum vulgare,Oleàcies,Olivereta,https://elmedinaturaldelbages.cat/species/olivereta-ligustrum-vulgare/,,
55,1,1,Lilium martagon ,Liliáceas,Lilium martagon ,Liliàcies,Marcòlic,https://elmedinaturaldelbages.cat/species/marcolic-lilium-martagon/,,
616,10,1,Statice salsuginosa,Plumbagináceas,Limonium supinum,Plumbaginàcies,Nebulosa,https://elmedinaturaldelbages.cat/species/nebulosa-limonium-hibericum-l-catalaunicum-ssp-procerum/,Segurament és Limonium hibericum,
436,7,1,Linaria micrantha,Escrofulariáceas,Linaria arvensis subsp. micrantha,Escrofulariàcies,Linària,,,
437,7,1,Linaria simplex,Escrofulariáceas,Linaria arvensis subsp. simplex,Escrofulariàcies,Linària simple,,,
438,7,1,Linaria supina,Escrofulariáceas,Linaria supina,Escrofulariàcies,Violeta de pastor,https://elmedinaturaldelbages.cat/species/linaria-supina-violeta-de-pastor-linaria-supina/,,
304,5,1,Linum campanulatum,Lináceas,Linum campanulatum,Linàcies,Lli campanulat,https://elmedinaturaldelbages.cat/species/lli-campanulat-linum-campanulatum/,,
305,5,1,Linum catharticum,Lináceas,Linum catharticum,Linàcies,Lli catàrtic,,,
306,5,1,Linum maritimum,Lináceas,Linum maritimum,Linàcies,Lli marítim,,,
307,5,1,Linum Narbonense,Lináceas,Linum narbonense,Linàcies,Lli de Narbona,https://elmedinaturaldelbages.cat/species/lli-de-narbona-linum-narbonense/,,
309,5,1,Linum strictum ,Lináceas,Linum strictum ,Linàcies,Llinet estricte,https://elmedinaturaldelbages.cat/species/llinet-estricte-linum-strictum/,,
308,5,1,Linum salsoloides,Lináceas,Linum tenuifolium subsp. salsoloides,Linàcies,Lli blanc menut,https://elmedinaturaldelbages.cat/species/lli-blanc-menut-linum-tenuifolium-ssp-milletii/,Segurament és Linum tenuifolium subsp. milletii,
303,5,1,Linum angustifolium,Lináceas,Linum usitatissimum subsp. angustifolium,Linàcies,Lli de prat,https://elmedinaturaldelbages.cat/species/lli-de-prat-linum-usitatissimum-ssp-angustifolium/,,
310,5,1,Linum viscosum ,Lináceas,Linum viscosum ,Linàcies,Lli viscós,https://elmedinaturaldelbages.cat/species/lli-viscos-linum-viscosum/,,
617,10,1,Lippia nodiflora,Verbenáceas,Lippia nodiflora,Verbenàcies ,Berbena de nucs florits,,,
471,7,1,Lithospermum arvense ,Borragináceas,Lithospermum arvense ,Boraginàcies,Mill del sol petit,https://elmedinaturaldelbages.cat/species/mill-del-sol-petit-lithospermum-arvense/,,
472,7,1,Lithospermum fruticosum ,Borragináceas,Lithospermum fruticosum ,Boraginàcies,Sanguinària,https://elmedinaturaldelbages.cat/species/sanguinaria-lithospermum-fruticosum/,,
473,7,1,Lithospermum officinale ,Borragináceas,Lithospermum officinale ,Boraginàcies,Mill del sol,https://elmedinaturaldelbages.cat/species/mill-del-sol-lithospermum-officinale/,,
474,7,1,Lithospermum purpuro-caeruleum ,Borragináceas,Lithospermum purpurocaeruleum ,Boraginàcies,Mill gruà,https://elmedinaturaldelbages.cat/species/mill-grua-lithospermum-purpurocaeruleum/,,
490,8,1,Lonicera Etrusca,Caprifoliáceas,Lonicera etrusca,Caprifoliàcies,Lligabosc etrusc,https://elmedinaturaldelbages.cat/species/lligabosc-estrusc-lonicera-etrusca/,,
491,8,1,Lonicera Pyrenaica ,Caprifoliáceas,Lonicera pyrenaica ,Caprifoliàcies,Xuclamel de roca,https://elmedinaturaldelbages.cat/species/xuclamel-de-roca-lonicera-pyrenaica/,,
492,8,1,Lonicera Xilosteum,Caprifoliáceas,Lonicera xylosteum,Caprifoliàcies,Xuclamel santjoaner,https://elmedinaturaldelbages.cat/species/xuclamel-santjoaner-lonicera-xylosteum/,,
144,3,1,Lunaria biennis ,Crucíferas,Lunaria annua,Crucíferes,Herba de plata,https://elmedinaturaldelbages.cat/species/seti-herba-de-plata-o-llunetes-lunaria-annua-l-biennis/,,
64,1,1,Luzula campestris,Juncáceas,Luzula campestris,Juncàcies,Lúzula campestre,,,
65,1,1,Luzula Forsteri,Juncáceas,Luzula forsteri,Juncàcies,Lúzula de Forster,https://elmedinaturaldelbages.cat/species/luzula-forsteri/,,
410,7,1,Lycopus europaeus ,Labiadas,Lycopus europaeus ,Labiades,Malrubí d'aigua,https://elmedinaturaldelbages.cat/species/malrubi-daigua-lycopus-europaeus/,,
596,10,1,Lysimachia Ephemerum ,Primuláceas,Lysimachia ephemerum ,Primulàcies,Lisimàquia blanca,https://elmedinaturaldelbages.cat/species/lisimaquia-blanca-o-de-jonquera-lysimachia-ephemerum/,,
264,4,1,Lythrum salicaria,Litráceas,Lythrum salicaria,Litràcies,Salicària,https://elmedinaturaldelbages.cat/species/salicaria-lythrum-salicaria/,,
145,3,1,Malcolmia Africana,Crucíferas,Malcolmia africana,Crucíferes,Malcòlmia africana,https://elmedinaturaldelbages.cat/species/malcolmia-africana/,,
179,3,1,Malva rotundifolia,Malváceas,Malva neglecta,Malvàcies,Malva de fulla rodona,,,
180,3,1,Malva silvestris,Malváceas,Malva sylvestris,Malvàcies,Malva,https://elmedinaturaldelbages.cat/species/malva-malva-sylvestris/,,
557,9,1,Microlonchus Clusii,Compuestas,Mantisalca salmantica,Compostes,Herba escombrera,https://elmedinaturaldelbages.cat/species/herba-escombrera-mantisalca-salmantica/,,
411,7,1,Marrubium vulgare ,Labiadas,Marrubium vulgare ,Labiades,Malrubí,https://elmedinaturaldelbages.cat/species/malrubi-marrubium-vulgare/,,
556,9,1,Matricaria chamomilla,Compuestas,Matricaria recutita,Compostes,Camamilla (Matricaria recutita),https://elmedinaturaldelbages.cat/species/camamilla-matricaria-recutita/,,
146,3,1,Mathiola tristis,Crucíferas,Matthiola fruticulosa,Crucíferes,Violer trist,,,
214,4,1,Medicago maculata,Papilionáceas,Medicago arabica,Papilionàcies,Herba de la taca,https://elmedinaturaldelbages.cat/species/herba-de-la-taca-medicago-arabica/,,
213,4,1,Medicago lupulina,Papilionáceas,Medicago lupulina,Papilionàcies,Melgó menut,https://elmedinaturaldelbages.cat/species/melgo-menut-medicago-lupulina/,,
215,4,2,Medicago minima (1),Papilionáceas,Medicago minima (1),Papilionàcies,Melgó (Medicago minima) (1),,,
,4,2,Medicago minima (2),Papilionáceas,Medicago minima (2),Papilionàcies,Melgó (Medicago minima) (2),,,
220,4,1,Medicago polymorpha,Papilionáceas,Medicago nigra,Papilionàcies,Melgó de llapassa,https://elmedinaturaldelbages.cat/species/melgo-de-llapassa-medicago-polymorpha-m-nigra/,Esperem haver interpretat bé el nom manuscrit,
216,4,1,Medicago orbicularis,Papilionáceas,Medicago orbicularis,Papilionàcies,Melgó d'acordions,https://elmedinaturaldelbages.cat/species/melgo-dacordions-medicago-orbicularis/,,
217,4,1,Medicago sativa,Papilionáceas,Medicago sativa,Papilionàcies,Alfals,https://elmedinaturaldelbages.cat/species/alfals-userda-medicago-sativa/,,
218,4,1,Medicago scutellata,Papilionáceas,Medicago scutellata,Papilionàcies,Melgó de botons,,,
212,4,1,Medicago leiocarca,Papilionáceas,Medicago suffruticosa subsp. leiocarpa,Papilionàcies,Melgó (Medicago suffruticosa),,,
221,4,1,Medicago tribuloides,Papilionáceas,Medicago truncatula,Papilionàcies,Melgó (Medicago truncatula),,Esperem haver interpretat bé el nom manuscrit,
219,4,1,Medicago turbinata,Papilionáceas,Medicago tuberculata,Papilionàcies,Trèvol de rodet,,,
222,4,1,Melilotus officinalis,Papilionáceas,Melilotus officinalis,Papilionàcies,Melilot oficinal,https://elmedinaturaldelbages.cat/species/melilot-oficinal-melilotus-officinalis/,,
412,7,1,Melittis Melissophyllum,Labiadas,Melittis melissophyllum subsp. melissophyllum,Labiades,Melissot,https://elmedinaturaldelbages.cat/species/melissot-melittis-melissophyllum-subsp-melissophyllum/,,
413,7,1,Mentha silvestris,Labiadas,Mentha longifolia,Labiades,Menta boscana,https://elmedinaturaldelbages.cat/species/menta-boscana-mentha-longifolia/,,
414,7,1,Mentha viridis,Labiadas,Mentha spicata,Labiades,Menta de bou,,,
167,3,1,Mercurialis annua,Euforbiáceas,Mercurialis annua,Euforbiàcies,Melcoratge,https://elmedinaturaldelbages.cat/species/melcoratge-mercurialis-annua/,,
168,3,1,Mercurialis perennis ,Euforbiáceas,Mercurialis perennis ,Euforbiàcies,Melcoratge de bosc,https://elmedinaturaldelbages.cat/species/melcoratge-de-bosc-mercurialis-perennis/,,
169,3,1,Mercurialis tomentosa ,Euforbiáceas,Mercurialis tomentosa ,Euforbiàcies,Melcoratge tomentós,https://elmedinaturaldelbages.cat/species/melcoratge-tomentos-mercurialis-tomentosa/,,
312,5,1,Alsine tenuifolia,Cariofiláceas,Minuartia hybrida,Cariofil·làcies,Minuàrtia tenuifòlia,,,
319,5,1,Moehringia trinervia,Cariofiláceas,Moehringia trinervia,Cariofil·làcies,Herba prima,,,
56,1,1,Muscari comosum,Liliáceas,Muscari comosum,Liliàcies,Calabruixa gran,https://elmedinaturaldelbages.cat/species/calabruixa-gran-cap-de-moro-muscari-comosum/,,
57,1,1,Muscari racemosum,Liliáceas,Muscari neglectum,Liliàcies,Calabruixa,https://elmedinaturaldelbages.cat/species/calabruixa-all-de-bruixa-muscari-neglectum-m-racemosum/,,
549,9,1,Lactuca muralis,Compuestas,Mycelis muralis,Compostes,Lletuga de bosc,https://elmedinaturaldelbages.cat/species/lletuga-de-bosc-mycelis-muralis/,,
476,7,1,Myosotis intermedia ,Borragináceas,Myosotis arvensis subsp. arvensis,Boraginàcies,Miosotis,https://elmedinaturaldelbages.cat/species/miosotis-myosotis-arvensis-subsp-arvensis-m-intermedia/,,
154,3,1,Myricaria germanica,Tamaricáceas,Myricaria germanica,Tamaricàcies,Miricària,,,
87,2,2,Narcissus juncifolius (1),Amarilidáceas,Narcissus assoanus (1),Amaril·lidàcies,Almesquí (1),https://elmedinaturaldelbages.cat/species/almesqui-narcissus-assoanus/,,
,2,2,Narcissus juncifolius (2),Amarilidáceas,Narcissus assoanus (2),Amaril·lidàcies,Almesquí (2),https://elmedinaturaldelbages.cat/species/almesqui-narcissus-assoanus/,,
86,2,1,Narcissus biflorus,Amarilidáceas,Narcissus x medioluteus,Amaril·lidàcies,Narcís (Narcissus x medioluteus),,"Segurament introduïda com a ornamental al voltant de les ermites, fa segles",
148,3,1,Neslia paniculata,Crucíferas,Neslia paniculata subsp. thracica,Crucíferes,Nèslia,,Identificació extreta d'Ensayo Fitotopográfico de Bages,
280,5,1,Nigella arvensis,Ranunculáceas,Nigella arvensis,Ranunculàcies,Flor d'aranya (Nigella arvensis),https://elmedinaturaldelbages.cat/species/estrelleta-de-camp-flor-daranya-nigella-gallica/,Probablement és Nigella gallica,
281,5,1,Nigella Damascena,Ranunculáceas,Nigella damascena,Ranunculàcies,Flor d'aranya (Nigella damascena),https://elmedinaturaldelbages.cat/species/flor-daranya-nigella-damascena/,,
477,7,1,Nonnea alba,Borragináceas,Nonea pulla,Boraginàcies,Nonea,,,
439,7,1,Odontites longiflora ,Escrofulariáceas,Odontides longiflorus ,Escrofulariàcies,Denteguera de flor llarga,,,
